trip_id,arrival_time,departure_time,stop_id,stop_sequence
0_7_40,09:08:55,09:08:55,2732,34
0_7_40,09:10:51,09:10:51,166,35
0_7_40,09:11:32,09:11:32,1368,36
0_7_40,09:15:13,09:15:13,2573,37
0_7_40,09:17:10,09:17:10,422,38
0_7_40,09:18:55,09:18:55,2837,39
0_7_40,09:20:10,09:20:10,47,40
0_7_40,09:20:49,09:20:49,1886,41
0_7_40,09:22:45,09:22:45,952,42
0_7_40,09:25:36,09:25:36,2968,43
0_7_50,07:50:00,07:50:00,2101,0
0_7_50,07:51:52,07:51:52,909,1
0_7_50,07:54:17,07:54:17,2790,2
0_7_50,07:56:02,07:56:02,236,3
0_7_50,07:58:47,07:58:47,2855,4
0_7_50,08:01:32,08:01:32,707,5
0_7_50,08:04:49,08:04:49,570,6
0_7_50,08:06:22,08:06:22,4393,7
0_7_50,08:09:54,08:09:54,2319,8
0_7_50,08:16:25,08:16:25,2669,9
0_7_50,08:19:29,08:19:29,2822,10
0_7_50,08:22:53,08:22:53,1358,11
0_7_50,08:26:01,08:26:01,676,12
0_7_50,08:28:04,08:28:04,1703,13
0_7_50,08:30:15,08:30:15,3331,14
0_7_50,08:34:08,08:34:08,3182,15
0_7_50,08:38:17,08:38:17,2997,16
0_7_50,08:41:23,08:41:23,880,17
0_7_50,08:44:13,08:44:13,884,18
0_7_50,08:47:45,08:47:45,2872,19
0_7_50,08:49:35,08:49:35,746,20
0_7_50,08:52:30,08:52:30,1317,21
0_7_50,08:54:20,08:54:20,2570,22
0_7_50,08:56:13,08:56:13,2817,23
0_7_50,08:57:59,08:57:59,678,24
0_7_50,08:59:20,08:59:20,650,25
0_7_50,09:04:11,09:04:11,533,26
0_7_50,09:08:37,09:08:37,2932,27
0_7_50,09:09:33,09:09:33,1984,28
0_7_50,09:11:05,09:11:05,3207,29
0_7_50,09:12:18,09:12:18,466,30
0_7_50,09:12:58,09:12:58,319,31
0_7_50,09:15:16,09:15:16,2609,32
0_7_50,09:17:11,09:17:11,1531,33
0_7_50,09:18:55,09:18:55,2732,34
0_7_50,09:20:51,09:20:51,166,35
0_7_50,09:21:32,09:21:32,1368,36
0_7_50,09:25:13,09:25:13,2573,37
0_7_50,09:27:10,09:27:10,422,38
0_7_50,09:28:55,09:28:55,2837,39
0_7_50,09:30:10,09:30:10,47,40
0_7_50,09:30:49,09:30:49,1886,41
0_7_50,09:32:45,09:32:45,952,42
0_7_50,09:35:36,09:35:36,2968,43
0_8_0,08:00:00,08:00:00,2101,0
0_8_0,08:01:52,08:01:52,909,1
0_8_0,08:04:17,08:04:17,2790,2
0_8_0,08:06:02,08:06:02,236,3
0_8_0,08:08:47,08:08:47,2855,4
0_8_0,08:11:32,08:11:32,707,5
0_8_0,08:14:49,08:14:49,570,6
0_8_0,08:16:22,08:16:22,4393,7
0_8_0,08:19:54,08:19:54,2319,8
0_8_0,08:26:25,08:26:25,2669,9
0_8_0,08:29:29,08:29:29,2822,10
0_8_0,08:32:53,08:32:53,1358,11
0_8_0,08:36:01,08:36:01,676,12
0_8_0,08:38:04,08:38:04,1703,13
0_8_0,08:40:15,08:40:15,3331,14
0_8_0,08:44:08,08:44:08,3182,15
0_8_0,08:48:17,08:48:17,2997,16
0_8_0,08:51:23,08:51:23,880,17
0_8_0,08:54:13,08:54:13,884,18
0_8_0,08:57:45,08:57:45,2872,19
0_8_0,08:59:35,08:59:35,746,20
0_8_0,09:02:30,09:02:30,1317,21
0_8_0,09:04:20,09:04:20,2570,22
0_8_0,09:06:13,09:06:13,2817,23
0_8_0,09:07:59,09:07:59,678,24
0_8_0,09:09:20,09:09:20,650,25
0_8_0,09:14:11,09:14:11,533,26
0_8_0,09:18:37,09:18:37,2932,27
0_8_0,09:19:33,09:19:33,1984,28
0_8_0,09:21:05,09:21:05,3207,29
0_8_0,09:22:18,09:22:18,466,30
0_8_0,09:22:58,09:22:58,319,31
0_8_0,09:25:16,09:25:16,2609,32
0_8_0,09:27:11,09:27:11,1531,33
0_8_0,09:28:55,09:28:55,2732,34
0_8_0,09:30:51,09:30:51,166,35
0_8_0,09:31:32,09:31:32,1368,36
0_8_0,09:35:13,09:35:13,2573,37
0_8_0,09:37:10,09:37:10,422,38
0_8_0,09:38:55,09:38:55,2837,39
0_8_0,09:40:10,09:40:10,47,40
0_8_0,09:40:49,09:40:49,1886,41
0_8_0,09:42:45,09:42:45,952,42
0_8_0,09:45:36,09:45:36,2968,43
0_8_10,08:10:00,08:10:00,2101,0
0_8_10,08:11:52,08:11:52,909,1
0_8_10,08:14:17,08:14:17,2790,2
0_8_10,08:16:02,08:16:02,236,3
0_8_10,08:18:47,08:18:47,2855,4
0_8_10,08:21:32,08:21:32,707,5
0_8_10,08:24:49,08:24:49,570,6
0_8_10,08:26:22,08:26:22,4393,7
0_8_10,08:29:54,08:29:54,2319,8
0_8_10,08:36:25,08:36:25,2669,9
0_8_10,08:39:29,08:39:29,2822,10
0_8_10,08:42:53,08:42:53,1358,11
0_8_10,08:46:01,08:46:01,676,12
0_8_10,08:48:04,08:48:04,1703,13
0_8_10,08:50:15,08:50:15,3331,14
0_8_10,08:54:08,08:54:08,3182,15
0_8_10,08:58:17,08:58:17,2997,16
0_8_10,09:01:23,09:01:23,880,17
0_8_10,09:04:13,09:04:13,884,18
0_8_10,09:07:45,09:07:45,2872,19
0_8_10,09:09:35,09:09:35,746,20
0_8_10,09:12:30,09:12:30,1317,21
0_8_10,09:14:20,09:14:20,2570,22
0_8_10,09:16:13,09:16:13,2817,23
0_8_10,09:17:59,09:17:59,678,24
0_8_10,09:19:20,09:19:20,650,25
0_8_10,09:24:11,09:24:11,533,26
0_8_10,09:28:37,09:28:37,2932,27
0_8_10,09:29:33,09:29:33,1984,28
0_8_10,09:31:05,09:31:05,3207,29
0_8_10,09:32:18,09:32:18,466,30
0_8_10,09:32:58,09:32:58,319,31
0_8_10,09:35:16,09:35:16,2609,32
0_8_10,09:37:11,09:37:11,1531,33
0_8_10,09:38:55,09:38:55,2732,34
0_8_10,09:40:51,09:40:51,166,35
0_8_10,09:41:32,09:41:32,1368,36
0_8_10,09:45:13,09:45:13,2573,37
0_8_10,09:47:10,09:47:10,422,38
0_8_10,09:48:55,09:48:55,2837,39
0_8_10,09:50:10,09:50:10,47,40
0_8_10,09:50:49,09:50:49,1886,41
0_8_10,09:52:45,09:52:45,952,42
0_8_10,09:55:36,09:55:36,2968,43
